0.6,100,0.1,200,0.0001,1,2,0.0001,wasserstein,17.92584800720215,12.050375938415527
0.6,100,0.1,200,0.0001,1,2,0.0001,wasserstein,8.743193626403809,6.711621284484863
0.6,100,0.1,200,0.0001,1,2,0.0001,wasserstein,26.66754913330078,21.595970153808594
0.6,100,0.1,200,0.0001,1,2,0.0001,wasserstein,11.052861213684082,9.265924453735352
0.6,100,0.1,200,0.0001,1,2,0.0001,wasserstein,15.014124870300293,10.138293266296387
0.6,100,0.1,200,0.0001,1,2,0.0001,wasserstein,27.79353904724121,18.680200576782227
0.6,100,0.1,200,0.0001,1,2,0.0001,wasserstein,25.708572387695312,19.24294662475586
0.6,100,0.1,200,0.0001,1,2,0.0001,wasserstein,20.71595573425293,16.213211059570312
0.6,100,0.1,200,0.0001,1,2,0.0001,wasserstein,19.99445343017578,17.031044006347656
0.6,100,0.1,200,0.0001,1,2,0.0001,wasserstein,12.21720027923584,9.5059175491333
