0.6,100,0.1,200,0.0001,1,1,0.0001,mmd,19.1803035736084,13.069745063781738
0.6,100,0.1,200,0.0001,1,1,0.0001,mmd,8.453683853149414,6.378914833068848
0.6,100,0.1,200,0.0001,1,1,0.0001,mmd,24.754776000976562,19.485240936279297
0.6,100,0.1,200,0.0001,1,1,0.0001,mmd,11.285087585449219,9.495346069335938
0.6,100,0.1,200,0.0001,1,1,0.0001,mmd,15.688586235046387,10.795831680297852
0.6,100,0.1,200,0.0001,1,1,0.0001,mmd,27.497682571411133,18.3104305267334
0.6,100,0.1,200,0.0001,1,1,0.0001,mmd,26.078041076660156,19.33216094970703
0.6,100,0.1,200,0.0001,1,1,0.0001,mmd,20.21278190612793,15.64622688293457
0.6,100,0.1,200,0.0001,1,1,0.0001,mmd,19.23552131652832,16.32617950439453
0.6,100,0.1,200,0.0001,1,1,0.0001,mmd,12.499723434448242,9.770206451416016
