0.6,200,0.1,200,1e-05,1,1,0.0001,18.12983512878418,12.21124267578125
0.6,200,0.1,200,1e-05,1,1,0.0001,8.678613662719727,6.6346354484558105
0.6,200,0.1,200,1e-05,1,1,0.0001,24.93808937072754,19.909957885742188
0.6,200,0.1,200,1e-05,1,1,0.0001,11.115182876586914,9.318256378173828
0.6,200,0.1,200,1e-05,1,1,0.0001,14.959531784057617,10.192096710205078
0.6,200,0.1,200,1e-05,1,1,0.0001,27.292564392089844,18.489097595214844
0.6,200,0.1,200,1e-05,1,1,0.0001,25.90735626220703,19.50788116455078
0.6,200,0.1,200,1e-05,1,1,0.0001,21.011642456054688,16.662181854248047
0.6,200,0.1,200,1e-05,1,1,0.0001,20.13321876525879,17.251590728759766
0.6,200,0.1,200,1e-05,1,1,0.0001,11.99489974975586,9.40998649597168
