0.6,100,0.1,200,0.0001,1,3,0.0001,mmd,41.208560943603516,30.71906089782715
0.6,100,0.1,200,0.0001,1,3,0.0001,mmd,66.27770233154297,50.08842468261719
0.6,100,0.1,200,0.0001,1,3,0.0001,mmd,87.16429138183594,73.43882751464844
0.6,100,0.1,200,0.0001,1,3,0.0001,mmd,53.9706916809082,39.07854080200195
0.6,100,0.1,200,0.0001,1,3,0.0001,mmd,27.661813735961914,20.71227264404297
0.6,100,0.1,200,0.0001,1,3,0.0001,mmd,43.21663284301758,33.92402648925781
0.6,100,0.1,200,0.0001,1,3,0.0001,mmd,79.99585723876953,57.60853958129883
0.6,100,0.1,200,0.0001,1,3,0.0001,mmd,102.66093444824219,83.27437591552734
0.6,100,0.1,200,0.0001,1,3,0.0001,mmd,56.25351333618164,44.15015411376953
0.6,100,0.1,200,0.0001,1,3,0.0001,mmd,37.06549072265625,29.078433990478516
