0.6,100,0.1,200,1e-05,1,3,0.0001,22.08139419555664,17.00314712524414
0.6,100,0.1,200,1e-05,1,3,0.0001,14.020455360412598,10.566779136657715
0.6,100,0.1,200,1e-05,1,3,0.0001,11.850064277648926,9.582992553710938
0.6,100,0.1,200,1e-05,1,3,0.0001,11.346687316894531,9.000991821289062
0.6,100,0.1,200,1e-05,1,3,0.0001,10.561821937561035,8.422649383544922
0.6,100,0.1,200,1e-05,1,3,0.0001,11.646873474121094,8.245542526245117
0.6,100,0.1,200,1e-05,1,3,0.0001,7.9547624588012695,5.839642524719238
0.6,100,0.1,200,1e-05,1,3,0.0001,38.4121208190918,27.937820434570312
0.6,100,0.1,200,1e-05,1,3,0.0001,12.650683403015137,9.552495956420898
0.6,100,0.1,200,1e-05,1,3,0.0001,17.936647415161133,13.733421325683594
