0.6,100,0.1,200,0.0001,1,1,0.0001,mmd,20.908287048339844,16.14974594116211
0.6,100,0.1,200,0.0001,1,1,0.0001,mmd,30.75385856628418,23.38967514038086
0.6,100,0.1,200,0.0001,1,1,0.0001,mmd,83.8387680053711,61.70701599121094
0.6,100,0.1,200,0.0001,1,1,0.0001,mmd,21.517841339111328,16.743587493896484
0.6,100,0.1,200,0.0001,1,1,0.0001,mmd,34.689998626708984,22.75345230102539
0.6,100,0.1,200,0.0001,1,1,0.0001,mmd,48.76683044433594,40.28357696533203
0.6,100,0.1,200,0.0001,1,1,0.0001,mmd,14.842717170715332,12.038086891174316
0.6,100,0.1,200,0.0001,1,1,0.0001,mmd,14.335864067077637,10.519128799438477
0.6,100,0.1,200,0.0001,1,1,0.0001,mmd,30.982349395751953,22.3658447265625
0.6,100,0.1,200,0.0001,1,1,0.0001,mmd,27.7795352935791,20.112850189208984
