0.6,200,0.1,300,1e-05,1,2,0.0001,22.411901473999023,17.39518928527832
0.6,200,0.1,300,1e-05,1,2,0.0001,13.653189659118652,10.204195022583008
0.6,200,0.1,300,1e-05,1,2,0.0001,11.737876892089844,9.529153823852539
0.6,200,0.1,300,1e-05,1,2,0.0001,11.381178855895996,9.047816276550293
0.6,200,0.1,300,1e-05,1,2,0.0001,10.804585456848145,8.619175910949707
0.6,200,0.1,300,1e-05,1,2,0.0001,10.836335182189941,7.578731536865234
0.6,200,0.1,300,1e-05,1,2,0.0001,7.902504920959473,5.8874406814575195
0.6,200,0.1,300,1e-05,1,2,0.0001,38.1154670715332,27.66459846496582
0.6,200,0.1,300,1e-05,1,2,0.0001,12.828707695007324,9.774771690368652
0.6,200,0.1,300,1e-05,1,2,0.0001,17.887353897094727,13.64306640625
