0.6,100,0.1,200,0.0001,1,1,0.0001,20.611202239990234,15.882549285888672
0.6,100,0.1,200,0.0001,1,1,0.0001,30.281526565551758,22.9631404876709
0.6,100,0.1,200,0.0001,1,1,0.0001,82.82221984863281,60.31220245361328
0.6,100,0.1,200,0.0001,1,1,0.0001,21.5584659576416,16.73033332824707
0.6,100,0.1,200,0.0001,1,1,0.0001,34.63145446777344,22.63619613647461
0.6,100,0.1,200,0.0001,1,1,0.0001,50.20362854003906,41.83838653564453
0.6,100,0.1,200,0.0001,1,1,0.0001,15.199945449829102,12.349221229553223
0.6,100,0.1,200,0.0001,1,1,0.0001,14.237215042114258,10.405315399169922
0.6,100,0.1,200,0.0001,1,1,0.0001,31.347753524780273,22.686168670654297
0.6,100,0.1,200,0.0001,1,1,0.0001,28.637849807739258,20.917083740234375
