0.6,100,0.1,300,0.0001,2,3,0.0001,21.434446334838867,17.09508514404297
0.6,100,0.1,300,0.0001,2,3,0.0001,13.468734741210938,10.10202693939209
0.6,100,0.1,300,0.0001,2,3,0.0001,11.663530349731445,9.555680274963379
0.6,100,0.1,300,0.0001,2,3,0.0001,11.17772102355957,8.95824146270752
0.6,100,0.1,300,0.0001,2,3,0.0001,10.684958457946777,8.69909381866455
0.6,100,0.1,300,0.0001,2,3,0.0001,10.7239351272583,7.580881118774414
0.6,100,0.1,300,0.0001,2,3,0.0001,7.7640700340271,5.802617073059082
0.6,100,0.1,300,0.0001,2,3,0.0001,37.560550689697266,27.612924575805664
0.6,100,0.1,300,0.0001,2,3,0.0001,12.657814979553223,9.712789535522461
0.6,100,0.1,300,0.0001,2,3,0.0001,16.75111198425293,13.326831817626953
